Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Méier;3;1;1;120;2000.0;796.0;172.0
Jardim Guanabara;3;3;1;140;2300.0;800.0;437.0
Barra da Tijuca;2;1;1;80;2500.0;1319.0;150.0
Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;180.0
Piedade;2;0;0;73;990.0;255.0;415.0
Laranjeiras;2;1;1;71;2700.0;915.0;131.0
Copacabana;4;1;0;180;2000.0;1924.0;423.0
Barra da Tijuca;2;1;1;77;2100.0;1000.0;100.0
Barra da Tijuca;2;1;1;85;2200.0;1300.0;330.0
Tijuca;3;1;1;90;2500.0;1350.0;1283.5
Recreio dos Bandeirantes;3;1;1;106;1700.0;650.0;2057.0
Recreio dos Bandeirantes;2;1;1;76;2000.0;817.0;150.0
Tijuca;3;1;1;100;2300.0;690.0;520.3333333333334
Tijuca;3;1;0;90;2500.0;790.0;96.0
Barra da Tijuca;2;1;1;80;2250.0;1150.0;138.0
Humaitá;2;1;1;85;2800.0;900.0;194.0
Recreio dos Bandeirantes;3;2;2;88;1800.0;900.0;195.0
Taquara;2;0;0;91;1400.0;350.0;12.0
Flamengo;2;0;0;72;2300.0;580.0;1200.0
Recreio dos Bandeirantes;2;1;1;72;1700.0;931.0;193.0
Santa Teresa;3;0;0;110;1800.0;886.0;70.0
Tijuca;2;1;1;100;1800.0;727.0;102.0
Botafogo;2;1;1;80;2500.0;920.0;150.0
Recreio dos Bandeirantes;3;2;1;110;2400.0;810.0;221.0
Recreio dos Bandeirantes;2;1;2;85;1700.0;588.0;196.5
Tijuca;3;0;0;122;1500.0;695.0;172.0
Recreio dos Bandeirantes;3;1;1;110;2500.0;693.0;1.0
Tijuca;2;1;0;83;2200.0;750.0;83.0
Curicica;2;0;0;80;1200.0;80.0;145.0
Tijuca;2;1;1;80;1800.0;600.0;21.0
Recreio dos Bandeirantes;2;1;1;90;2300.0;700.0;1200.0
Recreio dos Bandeirantes;3;2;1;83;1600.0;845.0;157.0
Recreio dos Bandeirantes;2;1;2;74;2300.0;1350.0;620.0
Méier;2;1;0;76;1200.0;858.0;75.0
Recreio dos Bandeirantes;2;2;1;100;2200.0;580.0;187.5
Freguesia (Jacarepaguá);3;3;2;230;2500.0;1888.0;4400.0
Recreio dos Bandeirantes;2;1;1;90;1700.0;880.0;177.0
Tijuca;3;1;1;80;2200.0;700.0;200.0
Recreio dos Bandeirantes;2;1;1;77;1500.0;770.0;100.0
Recreio dos Bandeirantes;2;1;1;73;1300.0;926.0;123.5
Ramos;2;0;0;78;1200.0;1112.5;65.25
Higienópolis;2;1;0;88;1100.0;400.0;44.0
Copacabana;2;0;0;75;2000.0;677.0;131.0
Tijuca;3;1;1;80;1900.0;982.0;113.0
Tijuca;2;1;0;72;2100.0;875.0;120.0
Tijuca;2;1;1;86;2500.0;714.0;67.0
Riachuelo;3;0;0;99;980.0;425.0;13.0
Barra da Tijuca;3;2;1;106;2250.0;1772.0;2520.0
Recreio dos Bandeirantes;3;1;1;78;1500.0;770.0;108.0
Laranjeiras;2;1;1;82;2800.0;954.0;104.0
Tijuca;2;1;1;80;2000.0;500.0;94.0
Copacabana;2;0;0;85;2500.0;1117.0;166.0
Barra da Tijuca;2;1;1;95;2500.0;1090.0;278.0
Botafogo;2;1;0;96;2980.0;695.0;179.0
Copacabana;2;0;0;80;2600.0;764.0;323.0
Recreio dos Bandeirantes;3;1;1;92;2000.0;675.0;1100.0
Recreio dos Bandeirantes;2;1;1;72;1600.0;700.0;55.0
Recreio dos Bandeirantes;3;2;1;144;2791.0;1582.0;2580.0
Grajaú;3;1;1;125;1900.0;1000.0;190.0
Barra da Tijuca;3;1;1;80;2800.0;1350.0;189.0
Gávea;3;0;1;115;2700.0;880.0;178.0
Recreio dos Bandeirantes;2;2;1;85;2400.0;500.0;267.0
Freguesia (Jacarepaguá);2;2;1;144;2400.0;938.0;174.33333333333334
Vila Isabel;2;0;0;76;1500.0;250.0;47.0
Laranjeiras;3;0;0;80;1800.0;980.0;103.0
Copacabana;2;1;0;79;2600.0;737.0;187.0
Barra da Tijuca;2;2;2;75;2000.0;1396.0;1340.0
Barra da Tijuca;2;1;1;85;2500.0;1380.0;197.5
Copacabana;2;1;1;85;2950.0;620.0;159.0
Tijuca;3;1;1;145;2800.0;950.0;154.0
Tijuca;2;0;0;80;1400.0;850.0;483.7142857142857
São Conrado;2;1;1;100;2800.0;755.0;264.28571428571433
Tijuca;3;1;0;96;1750.0;950.0;118.0
Copacabana;2;0;1;75;2600.0;620.0;180.0
Barra da Tijuca;3;1;1;82;2300.0;850.0;140.0
Recreio dos Bandeirantes;2;1;1;91;1700.0;1020.0;182.0
Barra da Tijuca;3;1;1;92;2800.0;1200.0;401.33333333333337
Barra da Tijuca;2;1;1;75;2500.0;2265.0;511.0
Méier;3;2;1;80;1600.0;1300.0;850.0
Recreio dos Bandeirantes;2;2;1;80;2500.0;1700.0;262.0
Laranjeiras;2;0;0;95;2100.0;766.0;384.5
Recreio dos Bandeirantes;3;2;1;85;1200.0;860.0;335.0
Freguesia (Jacarepaguá);3;1;1;82;1800.0;984.0;116.0
Freguesia (Jacarepaguá);3;2;2;118;2900.0;1283.0;214.0
Tijuca;3;2;0;108;2000.0;1000.0;100.2
Bonsucesso;2;0;0;80;1500.0;440.0;64.8
Leme;2;1;0;84;2600.0;783.0;1581.1999999999998
Laranjeiras;2;1;0;75;2200.0;579.0;2090.6
Laranjeiras;3;0;0;130;2600.0;730.0;1350.0
Freguesia (Jacarepaguá);2;1;1;71;1800.0;650.0;100.0
Méier;3;0;0;75;1000.0;210.0;15.0
Recreio dos Bandeirantes;3;2;1;100;2500.0;1200.0;100.0
Copacabana;2;0;0;84;2300.0;1050.0;117.0
Barra da Tijuca;2;1;1;77;2000.0;966.0;233.5
Freguesia (Jacarepaguá);2;1;1;84;1800.0;700.0;1080.0
Copacabana;2;0;0;72;2000.0;725.0;1153.0
Copacabana;2;0;0;73;2500.0;730.0;17.5
Freguesia (Jacarepaguá);2;1;1;90;1500.0;300.0;82.0
Recreio dos Bandeirantes;3;1;0;81;1700.0;639.0;198.0
Lagoa;2;1;1;100;2900.0;1449.0;420.0
Tijuca;2;0;0;80;1400.0;850.0;230.0
Barra da Tijuca;2;1;1;82;2300.0;1260.0;265.0
Andaraí;3;2;1;103;1700.0;640.0;174.0
Recreio dos Bandeirantes;3;3;1;180;2000.0;1367.0;323.25
Santa Teresa;2;1;0;80;1800.0;450.0;220.0
Copacabana;3;1;0;177;2100.0;1856.0;212.8
Tijuca;2;1;1;120;1600.0;874.0;190.0
Penha;3;0;0;88;1100.0;130.0;80.0
Copacabana;2;0;0;90;2550.0;670.0;130.0
Barra da Tijuca;2;1;2;77;1000.0;1104.0;72.0
Tijuca;2;0;0;90;1700.0;530.0;68.0
Recreio dos Bandeirantes;2;2;1;90;1500.0;826.0;85.0
Leme;4;0;1;185;1800.0;2000.0;270.0
Copacabana;3;0;0;106;2800.0;1052.0;170.0
Recreio dos Bandeirantes;3;2;1;95;1950.0;680.0;190.0
Botafogo;3;0;0;100;2300.0;670.0;127.0
Freguesia (Jacarepaguá);3;2;0;148;1400.0;1060.0;1585.0
Barra da Tijuca;3;1;1;109;2800.0;1516.0;1819.0
Copacabana;3;1;0;95;2900.0;1200.0;160.0
Campo Grande;3;0;2;80;1200.0;1900.0;2.0
Recreio dos Bandeirantes;2;1;1;75;1800.0;750.0;120.0
Recreio dos Bandeirantes;2;1;1;75;1950.0;900.0;334.5
Recreio dos Bandeirantes;3;2;1;126;2500.0;600.0;130.0
Recreio dos Bandeirantes;3;2;1;110;2300.0;755.0;2378.25
Tijuca;3;1;1;90;2200.0;716.0;52.8
Freguesia (Jacarepaguá);3;2;1;116;2200.0;1100.0;150.0
Copacabana;3;1;1;90;2800.0;930.0;80.0
Pechincha;2;1;1;75;1600.0;630.0;846.0
Barra da Tijuca;2;1;2;86;2600.0;1200.0;250.0
Riachuelo;2;0;0;73;900.0;350.0;17.0
Barra da Tijuca;2;1;1;75;2500.0;750.0;150.0
Vila Isabel;3;0;0;96;1400.0;713.0;459.66666666666663
Flamengo;2;1;0;77;2200.0;966.0;75.0
Sampaio;2;1;0;76;1100.0;650.0;13.0
Vista Alegre;2;1;0;77;1300.0;170.0;265.5
Botafogo;3;1;1;108;2500.0;1200.0;359.5
Recreio dos Bandeirantes;2;2;1;85;1400.0;940.0;2100.0
Freguesia (Jacarepaguá);2;1;1;92;1400.0;921.0;298.0
Freguesia (Jacarepaguá);2;0;1;77;1300.0;650.0;76.0
Praça Seca;2;1;0;74;700.0;250.0;13.0
Tijuca;3;1;0;80;2600.0;800.0;873.5
Jacarepaguá;2;1;1;80;2200.0;1300.0;1080.0
Maracanã;3;0;0;95;2200.0;400.0;93.0
Méier;3;2;1;108;1900.0;830.0;81.5
Jacarepaguá;3;1;1;72;2200.0;600.0;70.0
Tanque;3;1;1;73;1300.0;784.0;84.0
Recreio dos Bandeirantes;3;1;1;115;1500.0;780.0;270.0
Zumbi;3;0;0;90;2700.0;1600.0;172.0
Vila Valqueire;2;1;0;100;1000.0;300.0;13.0
Jacarepaguá;3;2;1;83;2000.0;992.0;965.0
Jacarepaguá;3;1;1;98;2300.0;810.0;130.0
Freguesia (Jacarepaguá);3;1;1;90;1800.0;680.0;103.0
Lagoa;2;1;1;93;2700.0;1624.0;285.0
Recreio dos Bandeirantes;2;1;2;106;1600.0;545.0;1273.6666666666667
Andaraí;3;2;0;80;1797.0;651.0;70.0
Freguesia (Jacarepaguá);3;2;1;132;2700.0;1140.0;208.0
Engenho Novo;3;0;0;95;900.0;250.0;15.0
Recreio dos Bandeirantes;3;2;1;194;2400.0;2200.0;339.0
Freguesia (Jacarepaguá);2;2;1;80;1350.0;760.0;108.0
Tijuca;4;2;1;188;2000.0;2000.0;3090.0
Cascadura;3;1;0;120;1200.0;200.0;55.0
Barra da Tijuca;2;1;2;93;2300.0;1300.0;281.0
Recreio dos Bandeirantes;2;1;1;80;1750.0;800.0;139.0
Centro;2;0;0;79;1900.0;500.0;35.0
Méier;2;1;0;74;1100.0;550.0;700.0
Barra da Tijuca;2;1;2;93;2700.0;1313.0;77.28571428571428
Bonsucesso;3;0;0;95;1200.0;550.0;144.57142857142856
Barra da Tijuca;2;1;1;85;2300.0;1103.0;167.0
Barra da Tijuca;2;1;1;98;2900.0;1100.0;190.0
Tijuca;3;2;1;150;2800.0;1400.0;222.0
Maracanã;2;0;0;72;1900.0;305.0;51.0
Recreio dos Bandeirantes;3;2;1;120;2200.0;1003.0;138.0
Méier;2;1;0;74;1000.0;564.0;13.0
Tijuca;2;0;0;73;1200.0;700.0;30.0
Freguesia (Jacarepaguá);3;2;2;132;2500.0;984.0;2233.0
Tijuca;3;1;0;90;2300.0;747.0;139.5
Copacabana;2;0;0;74;1400.0;1134.0;135.0
Barra da Tijuca;2;2;0;98;2800.0;800.0;260.0
São Conrado;2;1;1;79;1700.0;1105.0;190.0
Flamengo;2;1;1;89;2650.0;996.0;170.0
Recreio dos Bandeirantes;2;1;1;105;2300.0;6485.0;156.0
Copacabana;2;0;0;78;2600.0;610.0;124.0
Barra da Tijuca;3;2;1;125;2600.0;1605.0;341.0
Botafogo;2;1;1;93;2000.0;1300.0;170.0
Copacabana;2;0;1;80;2900.0;980.0;190.0
Pechincha;3;1;0;153;2200.0;1100.0;1953.0
Barra da Tijuca;2;2;1;144;2200.0;1700.0;961.3333333333334
São Conrado;2;1;1;78;2600.0;1100.0;2600.0
Barra da Tijuca;3;2;1;120;2900.0;1500.0;310.0
Vila Isabel;2;0;1;85;1500.0;380.0;82.0
Freguesia (Jacarepaguá);3;1;1;78;1800.0;680.0;125.0
Maracanã;3;2;1;110;1350.0;1286.0;223.33333333333331
Penha;2;1;0;120;850.0;400.0;146.66666666666666
Pechincha;3;1;1;85;1000.0;982.0;1100.0
Recreio dos Bandeirantes;4;2;2;118;2900.0;1000.0;200.0
Tijuca;3;0;0;80;1800.0;760.0;119.0
Tanque;3;1;1;93;1300.0;866.0;660.3333333333334
Rio Comprido;2;0;0;90;1750.0;225.0;572.0
Laranjeiras;2;1;0;87;2600.0;832.0;128.0
Cachambi;2;1;0;72;2100.0;601.0;39.0
Barra da Tijuca;2;1;1;74;2000.0;1000.0;180.0
Barra da Tijuca;2;1;1;85;2400.0;1435.0;179.0
Alto da Boa Vista;3;1;1;190;1850.0;1375.0;190.0
Barra da Tijuca;3;2;1;100;2800.0;1485.0;2600.0
Barra da Tijuca;3;1;1;94;2100.0;1300.0;118.0
Recreio dos Bandeirantes;3;3;0;130;2800.0;890.0;280.0
Tijuca;3;1;0;120;1400.0;699.0;150.0
Freguesia (Jacarepaguá);2;1;1;80;1800.0;750.0;80.0
Recreio dos Bandeirantes;2;2;2;78;2200.0;530.0;210.0
São Conrado;2;2;2;90;2800.0;1150.0;150.0
Recreio dos Bandeirantes;2;2;1;92;1700.0;730.0;200.0
Recreio dos Bandeirantes;3;2;2;120;2400.0;1159.0;250.0
Recreio dos Bandeirantes;3;2;1;110;1500.0;947.0;240.0
Recreio dos Bandeirantes;2;1;1;77;1200.0;1010.0;161.0
Grajaú;3;0;0;78;1200.0;690.0;70.33333333333333
Cascadura;3;1;1;100;1300.0;427.5;33.333333333333336
Botafogo;2;1;1;80;2460.0;880.0;196.0
Ipanema;2;0;0;76;2000.0;672.0;994.6666666666667
Leme;2;0;0;75;2800.0;918.0;440.0
Recreio dos Bandeirantes;4;2;1;160;1900.0;930.0;150.0
Barra da Tijuca;2;1;0;92;2650.0;1629.0;590.0
Campo Grande;2;2;1;120;2000.0;490.0;126.5
Freguesia (Jacarepaguá);3;1;1;98;1900.0;1000.0;139.0
Penha;2;0;0;90;700.0;180.0;162.5
Flamengo;2;1;0;83;2800.0;810.0;174.0
Freguesia (Jacarepaguá);3;2;1;132;2200.0;1150.0;126.0
Barra da Tijuca;3;2;1;150;2500.0;1500.0;398.0
Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
Barra da Tijuca;2;1;1;76;2300.0;997.0;237.0
Barra da Tijuca;3;2;1;76;1300.0;876.0;9215.0
Madureira;3;0;0;90;1350.0;95.0;2540.0
Recreio dos Bandeirantes;3;2;1;95;1600.0;600.0;1700.0
Jacarepaguá;2;1;1;90;1991.0;1250.0;1500.0
Recreio dos Bandeirantes;3;1;1;82;1890.0;680.0;142.0
Tijuca;3;0;0;92;1500.0;645.0;85.0
Tijuca;4;2;2;182;2500.0;1620.0;297.0
Leme;2;1;1;86;2500.0;821.0;147.0
Barra da Tijuca;2;1;1;80;2500.0;1413.0;360.3333333333333
Recreio dos Bandeirantes;3;1;1;90;1800.0;853.0;145.0
Botafogo;2;0;0;80;2200.0;1000.0;124.0
Barra da Tijuca;2;1;1;90;2400.0;1300.0;195.0
Engenho de Dentro;3;1;1;76;1100.0;617.0;135.0
Copacabana;3;1;0;114;2500.0;1515.0;287.0
Copacabana;3;1;1;100;2900.0;1100.0;215.0
Recreio dos Bandeirantes;2;2;1;71;1800.0;658.0;171.0
Laranjeiras;3;1;1;105;2500.0;1156.0;216.0
Recreio dos Bandeirantes;2;1;1;76;1500.0;690.0;2070.666666666667
Braz de Pina;2;0;0;80;900.0;332.0;1718.75
Recreio dos Bandeirantes;3;3;1;120;2950.0;833.0;2738.0
Tijuca;2;1;0;75;1500.0;430.0;280.75
Vaz Lobo;3;1;1;140;1200.0;400.0;336.25
Leblon;2;0;0;94;2400.0;793.0;178.0
Santa Teresa;3;0;0;100;2100.0;370.0;150.0
Copacabana;2;0;0;82;2876.0;696.0;558.0
Barra da Tijuca;3;2;2;98;2900.0;1388.0;184.0
Praça da Bandeira;2;0;1;103;1000.0;650.0;93.0
Catete;2;1;0;71;2000.0;750.0;138.0
Grajaú;3;0;1;100;1700.0;275.0;226.5
Tijuca;4;2;1;150;2500.0;1300.0;315.0
Jardim Guanabara;2;1;0;84;2200.0;600.0;125.0
Tijuca;2;1;0;73;1680.0;500.0;80.0
Recreio dos Bandeirantes;3;2;3;180;2800.0;950.0;419.0
Tijuca;3;1;0;90;2000.0;620.0;56.0
Recreio dos Bandeirantes;3;2;3;90;1950.0;660.0;245.5
Recreio dos Bandeirantes;3;1;2;90;1100.0;1100.0;359.0
Tijuca;2;1;0;84;1800.0;501.0;100.5
Tijuca;3;1;1;90;2000.0;887.0;123.0
Barra da Tijuca;3;1;1;85;2400.0;980.0;256.0
Méier;3;1;0;73;1700.0;894.0;20.0
Bonsucesso;2;0;0;75;1200.0;330.0;265.0
Tijuca;3;2;1;118;2400.0;970.0;216.8
Copacabana;2;0;0;80;2650.0;504.0;168.6
Olaria;2;1;0;80;1400.0;350.0;120.39999999999998
Recreio dos Bandeirantes;4;2;2;120;2100.0;1200.0;238.0
Barra da Tijuca;3;1;1;75;2200.0;825.0;93.0
Freguesia (Jacarepaguá);2;1;1;84;1100.0;1004.0;782.0
Pechincha;2;1;1;83;1200.0;570.0;78.0
Parada de Lucas;2;0;0;78;790.0;1111.5;205.66666666666666
Copacabana;3;0;0;147;2700.0;925.0;284.0
Campo Grande;3;1;1;120;1600.0;860.0;448.0
Recreio dos Bandeirantes;3;3;2;200;2700.0;1692.0;1328.5
Tijuca;3;2;0;82;2600.0;780.0;174.75
Glória;2;0;0;80;1900.0;700.0;79.0
Tijuca;2;0;0;75;1300.0;461.0;62.0
Recreio dos Bandeirantes;3;2;1;106;2100.0;405.0;401.5
Vila Isabel;3;0;0;72;1900.0;320.0;67.0
Recreio dos Bandeirantes;3;2;1;113;2400.0;522.0;2706.0
Recreio dos Bandeirantes;2;2;1;85;2000.0;650.0;240.0
Realengo;2;0;0;75;750.0;800.0;154.5
Recreio dos Bandeirantes;2;1;1;72;1300.0;780.0;332.0
Tijuca;3;1;1;108;1800.0;700.0;144.0
Freguesia (Jacarepaguá);3;2;1;110;2350.0;962.0;145.0
Recreio dos Bandeirantes;2;1;1;90;1700.0;784.0;204.0
Tijuca;3;0;0;100;2600.0;620.0;130.0
Laranjeiras;2;1;0;87;2900.0;832.0;128.0
Vargem Grande;2;1;1;124;2100.0;431.0;117.0
Pechincha;2;1;1;82;1300.0;580.0;70.0
Barra da Tijuca;4;2;1;140;2700.0;2300.0;56.5
Tijuca;2;2;1;80;2100.0;750.0;100.0
Ilha do Governador;2;1;0;120;1200.0;1750.0;186.0
Urca;2;0;0;75;2500.0;600.0;147.5
Recreio dos Bandeirantes;3;1;1;80;2200.0;830.0;82.0
Grajaú;3;2;1;135;2000.0;850.0;150.0
Recreio dos Bandeirantes;2;2;1;85;1600.0;630.0;180.0
Humaitá;3;2;1;167;2900.0;2300.0;390.0
Laranjeiras;2;2;0;81;2500.0;1260.0;245.0
Méier;3;1;0;90;1700.0;880.0;100.0
Barra da Tijuca;2;1;1;80;2750.0;1178.0;306.0
Tijuca;2;0;0;75;2000.0;715.0;216.0
Vila Isabel;2;1;0;74;1300.0;720.0;73.0
Recreio dos Bandeirantes;3;2;1;87;1700.0;577.0;157.0
Jacarepaguá;2;1;1;98;2200.0;1390.0;152.33333333333334
Gávea;2;1;1;86;2990.0;528.0;241.0
Grajaú;2;1;1;80;1300.0;900.0;228.6
Copacabana;3;0;0;120;2500.0;600.0;216.2
Recreio dos Bandeirantes;3;3;1;90;2000.0;484.0;179.0
Alto da Boa Vista;3;1;1;130;1600.0;720.0;128.0
Engenho Novo;2;1;0;115;950.0;850.0;125.0
Recreio dos Bandeirantes;3;2;1;95;1700.0;512.0;130.0
Vila Isabel;2;1;0;75;2000.0;500.0;120.0
Barra da Tijuca;2;1;1;80;2250.0;1150.0;138.0
Méier;2;0;0;75;1100.0;300.0;16.0
Barra da Tijuca;3;2;1;115;2800.0;1800.0;250.0
Tijuca;2;0;1;110;2000.0;450.0;128.0
Botafogo;2;1;1;85;2600.0;1400.0;1400.0
Freguesia (Jacarepaguá);3;1;1;85;2000.0;700.0;225.5
Barra da Tijuca;3;1;1;78;1950.0;595.0;119.0
Tijuca;3;1;1;125;2200.0;1092.0;148.0
Méier;3;0;0;80;1500.0;300.0;17.0
Copacabana;2;0;0;73;2700.0;643.0;162.0
Botafogo;2;1;1;85;2750.0;740.0;136.0
Vila Isabel;3;2;1;90;1600.0;1106.0;105.0
Anchieta;2;0;0;110;600.0;1674.0;213.0
Recreio dos Bandeirantes;3;2;1;110;2400.0;600.0;250.0
Tijuca;3;0;1;104;1800.0;750.0;150.0
Tijuca;3;0;0;100;1800.0;200.0;213.0
Barra da Tijuca;3;1;1;82;1700.0;760.0;1520.0
Tijuca;3;1;1;76;2400.0;850.0;37.0
Jacarepaguá;3;2;2;93;1800.0;825.0;192.0
Freguesia (Jacarepaguá);3;1;0;90;1900.0;600.0;90.0
Jabour;2;1;0;71;780.0;470.0;230.0
Copacabana;3;0;0;120;2500.0;1050.0;200.0
Copacabana;2;1;0;100;2850.0;980.0;112.66666666666667
Tijuca;2;1;1;92;1700.0;670.0;138.0
Recreio dos Bandeirantes;3;2;1;125;2499.0;730.0;1255.0
Freguesia (Jacarepaguá);3;2;1;93;1650.0;850.0;100.0
Recreio dos Bandeirantes;2;1;2;89;2500.0;1400.0;445.0
Vista Alegre;2;1;0;87;1200.0;256.0;79.5
Copacabana;2;0;0;72;2900.0;750.0;30.0
Recreio dos Bandeirantes;3;2;0;114;2500.0;1058.0;143.33333333333331
Freguesia (Jacarepaguá);2;1;1;77;1600.0;769.0;737.0
Copacabana;3;3;0;90;2500.0;1200.0;100.0
Barra da Tijuca;3;1;1;83;2200.0;938.0;142.0
Laranjeiras;2;0;0;71;2500.0;762.0;403.0
Copacabana;2;0;0;80;2700.0;895.0;124.0
Pechincha;3;2;1;165;2300.0;1100.0;2000.0
Ipanema;2;1;0;80;2950.0;1580.0;108.0
Laranjeiras;2;2;0;91;2700.0;645.0;1452.3999999999996
Vila Valqueire;2;1;1;85;1100.0;315.0;746.1999999999998
Tijuca;3;0;0;78;1500.0;550.0;97.0
Recreio dos Bandeirantes;2;1;2;75;1450.0;1358.0;180.0
Ilha do Governador;2;1;0;87;1150.0;630.0;149.0
Barra da Tijuca;2;1;1;72;2300.0;1186.0;204.0
Rio Comprido;2;0;0;80;1100.0;365.0;15.0
Barra da Tijuca;2;1;2;80;2800.0;760.0;256.0
Méier;2;1;1;80;1800.0;580.0;306.0
Méier;2;2;0;121;2200.0;825.0;112.0
Barra da Tijuca;2;1;1;87;2500.0;1330.0;413.5
Recreio dos Bandeirantes;3;2;1;200;2900.0;1000.0;350.0
Barra da Tijuca;2;1;1;73;2600.0;1320.0;322.5
Tijuca;2;1;0;88;2500.0;620.0;803.5
Irajá;3;4;1;183;2700.0;1280.0;37.0
Laranjeiras;2;1;0;95;2500.0;800.0;65.0
Camorim;4;1;1;96;1350.0;747.0;110.85714285714286
Barra da Tijuca;3;1;1;92;2500.0;1400.0;156.71428571428572
Freguesia (Jacarepaguá);3;2;2;104;1980.0;722.0;172.0
Grajaú;2;1;0;80;1500.0;550.0;256.6666666666667
Tijuca;2;1;1;83;1700.0;1080.0;105.0
Recreio dos Bandeirantes;3;0;0;97;2600.0;500.0;1450.0
Taquara;2;1;0;78;1800.0;651.0;111.0
Barra da Tijuca;3;1;1;80;1500.0;1050.0;220.0
Maracanã;2;1;1;90;1800.0;1116.0;118.0
Barra da Tijuca;2;1;1;98;2800.0;800.0;260.0
Recreio dos Bandeirantes;3;2;1;93;1800.0;720.0;290.0
Leme;2;0;0;75;2800.0;918.0;320.0
Recreio dos Bandeirantes;2;0;2;144;2500.0;900.0;350.0
Copacabana;3;0;0;100;2500.0;998.0;238.0
Tijuca;3;2;1;82;2200.0;940.0;84.0
Tijuca;3;2;1;115;1800.0;700.0;177.0
Botafogo;2;1;1;75;2900.0;833.0;147.0
Recreio dos Bandeirantes;2;1;1;78;1500.0;1200.0;200.0
Vila Isabel;2;2;1;91;1200.0;870.0;109.0
Tijuca;2;1;0;85;1800.0;459.0;81.0
Freguesia (Jacarepaguá);2;1;1;81;1900.0;622.0;132.0
Tijuca;3;1;1;122;2900.0;910.0;573.5
Tijuca;2;0;0;89;1600.0;702.0;97.0
Tijuca;2;1;0;87;1600.0;630.0;79.0
Maracanã;3;1;0;80;1800.0;700.0;76.0
Barra da Tijuca;2;2;1;75;1450.0;1000.0;100.0
Copacabana;3;0;0;100;2200.0;1200.0;25000.0
Todos os Santos;3;1;0;77;1300.0;511.0;375.0
Tijuca;3;1;1;88;2000.0;700.0;135.0
Tijuca;2;1;1;85;1800.0;610.0;115.0
Rio Comprido;3;1;0;120;1700.0;700.0;83.0
Maracanã;2;0;0;85;2500.0;450.0;83.0
Recreio dos Bandeirantes;2;1;1;75;1600.0;470.0;160.0
Barra da Tijuca;2;1;1;85;2300.0;1100.0;1583.0
Copacabana;3;0;1;110;2900.0;800.0;897.0
Copacabana;3;0;0;100;2500.0;1100.0;178.0
Recreio dos Bandeirantes;3;2;1;120;2100.0;998.0;168.0
Cidade Nova;3;2;0;75;1900.0;600.0;16.0
São Conrado;3;2;1;121;2000.0;1500.0;1810.0
Barra da Tijuca;2;1;1;80;2600.0;1478.0;151.0
Jacarepaguá;3;1;1;91;2600.0;1259.0;108.0
Tijuca;3;0;0;85;1800.0;600.0;116.0
Recreio dos Bandeirantes;2;1;1;78;1500.0;770.0;110.0
Botafogo;2;1;0;73;2800.0;860.0;96.0
Barra da Tijuca;3;2;1;100;2300.0;1650.0;258.0
Usina;3;1;0;130;1900.0;700.0;118.0
Recreio dos Bandeirantes;4;2;2;153;2000.0;1534.0;387.0
Copacabana;2;0;0;88;1800.0;1075.0;135.0
Vila Isabel;3;1;0;80;1800.0;600.0;72.0
Barra da Tijuca;2;1;1;94;2200.0;1379.0;252.0
Flamengo;3;0;0;115;2700.0;728.0;223.0
Recreio dos Bandeirantes;3;2;1;88;2100.0;397.0;193.0
Recreio dos Bandeirantes;2;2;1;76;2200.0;878.0;168.0
Recreio dos Bandeirantes;3;2;1;125;2300.0;700.0;299.0
Barra da Tijuca;2;1;1;83;2200.0;1312.0;265.0
Tijuca;3;1;0;110;1600.0;950.0;122.0
Recreio dos Bandeirantes;2;2;1;177;1300.0;1230.0;220.0
Recreio dos Bandeirantes;3;2;1;110;2000.0;766.0;291.0
Flamengo;2;0;0;83;2500.0;3820.0;388.33333333333337
Barra da Tijuca;2;1;1;82;2500.0;1250.0;2400.0
Botafogo;3;2;1;108;2800.0;1155.0;261.0
Barra da Tijuca;2;1;1;74;2300.0;950.0;65.0
Barra da Tijuca;2;1;1;78;2500.0;1030.0;74.0
Barra da Tijuca;2;1;1;72;2000.0;1200.0;2500.0
Barra da Tijuca;3;2;1;175;2400.0;1600.0;450.0
Méier;2;0;0;79;1200.0;397.0;50.0
Usina;3;1;1;130;1600.0;720.0;128.0
Flamengo;3;0;1;100;2500.0;782.0;465.5
Barra da Tijuca;2;1;2;90;2500.0;990.0;288.5
Recreio dos Bandeirantes;3;2;3;140;2600.0;830.0;200.0
Copacabana;3;1;0;80;2500.0;895.0;209.0
Oswaldo Cruz;3;0;0;110;2000.0;665.0;242.66666666666666
Higienópolis;2;0;0;89;1000.0;917.0;39.0
Barra da Tijuca;4;3;4;148;1600.0;1766.0;706.5
Usina;2;1;0;90;1100.0;900.0;820.0
Barra da Tijuca;3;1;1;115;2600.0;1700.0;395.5
Leme;2;0;0;75;2700.0;878.0;1310.8000000000002
Piedade;3;1;0;80;900.0;300.0;1708.4
Jardim Guanabara;2;1;0;75;1500.0;270.0;86.0
Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
Barra da Tijuca;3;1;1;80;1900.0;1015.0;179.0
Recreio dos Bandeirantes;2;2;1;113;2300.0;1005.0;258.0
Alto da Boa Vista;3;1;1;150;1000.0;1630.0;1619.3333333333333
